id,Target
82957,Graduate
82958,Graduate
82959,Graduate
82960,Graduate
82961,Graduate
82962,Graduate
82963,Enrolled
82964,Enrolled
82965,Dropout
82966,Enrolled
82967,Graduate
82968,Graduate
82969,Enrolled
82970,Dropout
82971,Graduate
82972,Dropout
82973,Enrolled
82974,Enrolled
82975,Enrolled
82976,Graduate
82977,Graduate
82978,Enrolled
82979,Graduate
82980,Graduate
82981,Graduate
82982,Graduate
82983,Graduate
82984,Dropout
82985,Graduate
82986,Dropout
82987,Enrolled
82988,Enrolled
82989,Graduate
82990,Enrolled
82991,Graduate
82992,Graduate
82993,Graduate
82994,Graduate
82995,Graduate
82996,Enrolled
82997,Enrolled
82998,Enrolled
82999,Graduate
83000,Dropout
83001,Enrolled
83002,Graduate
83003,Graduate
83004,Graduate
83005,Dropout
83006,Dropout
83007,Graduate
83008,Enrolled
83009,Enrolled
83010,Graduate
83011,Graduate
83012,Graduate
83013,Enrolled
83014,Enrolled
83015,Graduate
83016,Enrolled
83017,Graduate
83018,Graduate
83019,Enrolled
83020,Graduate
83021,Graduate
83022,Graduate
83023,Enrolled
83024,Graduate
83025,Graduate
83026,Enrolled
83027,Graduate
83028,Graduate
83029,Graduate
83030,Graduate
83031,Enrolled
83032,Graduate
83033,Dropout
83034,Dropout
83035,Graduate
83036,Graduate
83037,Graduate
83038,Enrolled
83039,Graduate
83040,Graduate
83041,Dropout
83042,Enrolled
83043,Graduate
83044,Enrolled
83045,Graduate
83046,Graduate
83047,Graduate
83048,Enrolled
83049,Graduate
83050,Graduate
83051,Enrolled
83052,Graduate
83053,Graduate
83054,Dropout
83055,Graduate
83056,Graduate
83057,Dropout
83058,Graduate
83059,Graduate
83060,Graduate
83061,Enrolled
83062,Graduate
83063,Graduate
83064,Enrolled
83065,Enrolled
83066,Graduate
83067,Graduate
83068,Graduate
83069,Graduate
83070,Graduate
83071,Enrolled
83072,Graduate
83073,Graduate
83074,Graduate
83075,Graduate
83076,Enrolled
83077,Graduate
83078,Enrolled
83079,Enrolled
83080,Enrolled
83081,Graduate
83082,Enrolled
83083,Enrolled
83084,Enrolled
83085,Dropout
83086,Graduate
83087,Graduate
83088,Enrolled
83089,Graduate
83090,Enrolled
83091,Graduate
83092,Graduate
83093,Graduate
83094,Enrolled
83095,Enrolled
83096,Enrolled
83097,Graduate
83098,Enrolled
83099,Enrolled
83100,Graduate
83101,Enrolled
83102,Graduate
83103,Enrolled
83104,Dropout
83105,Dropout
83106,Graduate
83107,Dropout
83108,Graduate
83109,Graduate
83110,Enrolled
83111,Graduate
83112,Enrolled
83113,Graduate
83114,Graduate
83115,Graduate
83116,Dropout
83117,Graduate
83118,Graduate
83119,Enrolled
83120,Graduate
83121,Graduate
83122,Graduate
83123,Graduate
83124,Enrolled
83125,Graduate
83126,Enrolled
83127,Graduate
83128,Enrolled
83129,Enrolled
83130,Graduate
83131,Graduate
83132,Graduate
83133,Enrolled
83134,Enrolled
83135,Graduate
83136,Graduate
83137,Graduate
83138,Graduate
83139,Graduate
83140,Dropout
83141,Graduate
83142,Graduate
83143,Graduate
83144,Dropout
83145,Enrolled
83146,Graduate
83147,Graduate
83148,Graduate
83149,Graduate
83150,Graduate
83151,Dropout
83152,Dropout
83153,Graduate
83154,Graduate
83155,Enrolled
83156,Graduate
83157,Graduate
83158,Enrolled
83159,Graduate
83160,Graduate
83161,Enrolled
83162,Graduate
83163,Graduate
83164,Graduate
83165,Enrolled
83166,Graduate
83167,Enrolled
83168,Dropout
83169,Graduate
83170,Enrolled
83171,Enrolled
83172,Graduate
83173,Graduate
83174,Graduate
83175,Graduate
83176,Graduate
83177,Graduate
83178,Enrolled
83179,Graduate
83180,Graduate
83181,Graduate
83182,Graduate
83183,Graduate
83184,Graduate
83185,Graduate
83186,Graduate
83187,Graduate
83188,Graduate
83189,Graduate
83190,Enrolled
83191,Enrolled
83192,Graduate
83193,Graduate
83194,Enrolled
83195,Graduate
83196,Graduate
83197,Graduate
83198,Graduate
83199,Graduate
83200,Dropout
83201,Graduate
83202,Graduate
83203,Dropout
83204,Graduate
83205,Enrolled
83206,Graduate
83207,Enrolled
83208,Graduate
83209,Graduate
83210,Graduate
83211,Enrolled
83212,Graduate
83213,Enrolled
83214,Enrolled
83215,Graduate
83216,Dropout
83217,Enrolled
83218,Graduate
83219,Dropout
83220,Enrolled
83221,Enrolled
83222,Enrolled
83223,Enrolled
83224,Graduate
83225,Graduate
83226,Graduate
83227,Dropout
83228,Graduate
83229,Graduate
83230,Graduate
83231,Enrolled
83232,Graduate
83233,Graduate
83234,Dropout
83235,Enrolled
83236,Graduate
83237,Graduate
83238,Graduate
83239,Graduate
83240,Graduate
83241,Graduate
83242,Graduate
83243,Graduate
83244,Enrolled
83245,Graduate
83246,Enrolled
83247,Enrolled
83248,Graduate
83249,Graduate
83250,Enrolled
83251,Graduate
83252,Graduate
83253,Graduate
83254,Dropout
83255,Dropout
83256,Graduate
83257,Graduate
83258,Dropout
83259,Enrolled
83260,Enrolled
83261,Graduate
83262,Enrolled
83263,Graduate
83264,Graduate
83265,Enrolled
83266,Dropout
83267,Dropout
83268,Enrolled
83269,Graduate
83270,Dropout
83271,Graduate
83272,Graduate
83273,Graduate
83274,Graduate
83275,Dropout
83276,Graduate
83277,Graduate
83278,Graduate
83279,Dropout
83280,Graduate
83281,Enrolled
83282,Graduate
83283,Dropout
83284,Enrolled
83285,Graduate
83286,Graduate
83287,Enrolled
83288,Graduate
83289,Graduate
83290,Enrolled
83291,Enrolled
83292,Enrolled
83293,Enrolled
83294,Enrolled
83295,Enrolled
83296,Dropout
83297,Graduate
83298,Graduate
83299,Enrolled
83300,Graduate
83301,Graduate
83302,Enrolled
83303,Dropout
83304,Enrolled
83305,Graduate
83306,Graduate
83307,Enrolled
83308,Enrolled
83309,Graduate
83310,Graduate
83311,Graduate
83312,Graduate
83313,Enrolled
83314,Graduate
83315,Dropout
83316,Graduate
83317,Dropout
83318,Graduate
83319,Graduate
83320,Graduate
83321,Dropout
83322,Graduate
83323,Dropout
83324,Graduate
83325,Enrolled
83326,Graduate
83327,Enrolled
83328,Enrolled
83329,Graduate
83330,Graduate
83331,Enrolled
83332,Graduate
83333,Graduate
83334,Graduate
83335,Graduate
83336,Enrolled
83337,Graduate
83338,Graduate
83339,Graduate
83340,Enrolled
83341,Graduate
83342,Graduate
83343,Dropout
83344,Dropout
83345,Graduate
83346,Dropout
83347,Graduate
83348,Enrolled
83349,Graduate
83350,Graduate
83351,Enrolled
83352,Graduate
83353,Enrolled
83354,Graduate
83355,Graduate
83356,Enrolled
83357,Graduate
83358,Enrolled
83359,Graduate
83360,Graduate
83361,Dropout
83362,Graduate
83363,Graduate
83364,Enrolled
83365,Graduate
83366,Dropout
83367,Graduate
83368,Graduate
83369,Graduate
83370,Enrolled
83371,Enrolled
83372,Dropout
83373,Enrolled
83374,Enrolled
83375,Graduate
83376,Graduate
83377,Enrolled
83378,Graduate
83379,Enrolled
83380,Enrolled
83381,Enrolled
83382,Enrolled
83383,Graduate
83384,Enrolled
83385,Graduate
83386,Graduate
83387,Graduate
83388,Enrolled
83389,Dropout
83390,Dropout
83391,Enrolled
83392,Graduate
83393,Enrolled
83394,Graduate
83395,Graduate
83396,Graduate
83397,Dropout
83398,Enrolled
83399,Dropout
83400,Dropout
83401,Dropout
83402,Enrolled
83403,Graduate
83404,Graduate
83405,Graduate
83406,Graduate
83407,Enrolled
83408,Enrolled
83409,Graduate
83410,Enrolled
83411,Graduate
83412,Graduate
83413,Enrolled
83414,Enrolled
83415,Graduate
83416,Enrolled
83417,Graduate
83418,Dropout
83419,Graduate
83420,Graduate
83421,Dropout
83422,Dropout
83423,Graduate
83424,Enrolled
83425,Graduate
83426,Graduate
83427,Graduate
83428,Graduate
83429,Enrolled
83430,Graduate
83431,Enrolled
83432,Graduate
83433,Graduate
83434,Graduate
83435,Graduate
83436,Graduate
83437,Graduate
83438,Enrolled
83439,Graduate
83440,Dropout
83441,Enrolled
83442,Dropout
83443,Enrolled
83444,Graduate
83445,Enrolled
83446,Dropout
83447,Graduate
83448,Graduate
83449,Graduate
83450,Graduate
83451,Graduate
83452,Dropout
83453,Graduate
83454,Dropout
83455,Enrolled
83456,Graduate
83457,Dropout
83458,Graduate
83459,Enrolled
83460,Enrolled
83461,Enrolled
83462,Graduate
83463,Graduate
83464,Graduate
83465,Graduate
83466,Graduate
83467,Enrolled
83468,Graduate
83469,Enrolled
83470,Dropout
83471,Enrolled
83472,Graduate
83473,Graduate
83474,Enrolled
83475,Graduate
83476,Enrolled
83477,Dropout
83478,Dropout
83479,Graduate
83480,Graduate
83481,Graduate
83482,Enrolled
83483,Dropout
83484,Enrolled
83485,Graduate
83486,Graduate
83487,Graduate
83488,Graduate
83489,Enrolled
83490,Graduate
83491,Graduate
83492,Enrolled
83493,Dropout
83494,Graduate
83495,Graduate
83496,Graduate
83497,Dropout
83498,Enrolled
83499,Enrolled
83500,Dropout
83501,Graduate
83502,Dropout
83503,Graduate
83504,Enrolled
83505,Graduate
83506,Graduate
83507,Graduate
83508,Enrolled
83509,Graduate
83510,Graduate
83511,Enrolled
83512,Graduate
83513,Dropout
83514,Graduate
83515,Graduate
83516,Graduate
83517,Graduate
83518,Graduate
83519,Graduate
83520,Graduate
83521,Graduate
83522,Graduate
83523,Graduate
83524,Enrolled
83525,Graduate
83526,Graduate
83527,Enrolled
83528,Graduate
83529,Enrolled
83530,Dropout
83531,Graduate
83532,Graduate
83533,Graduate
83534,Dropout
83535,Enrolled
83536,Graduate
83537,Graduate
83538,Graduate
83539,Graduate
83540,Graduate
83541,Dropout
83542,Graduate
83543,Enrolled
83544,Enrolled
83545,Graduate
83546,Graduate
83547,Graduate
83548,Enrolled
83549,Graduate
83550,Dropout
83551,Graduate
83552,Dropout
83553,Graduate
83554,Enrolled
83555,Dropout
83556,Graduate
83557,Graduate
83558,Graduate
83559,Graduate
83560,Graduate
83561,Enrolled
83562,Graduate
83563,Graduate
83564,Enrolled
83565,Dropout
83566,Enrolled
83567,Enrolled
83568,Graduate
83569,Enrolled
83570,Enrolled
83571,Graduate
83572,Graduate
83573,Enrolled
83574,Enrolled
83575,Enrolled
83576,Enrolled
83577,Enrolled
83578,Enrolled
83579,Graduate
83580,Graduate
83581,Dropout
83582,Enrolled
83583,Graduate
83584,Graduate
83585,Graduate
83586,Enrolled
83587,Dropout
83588,Graduate
83589,Enrolled
83590,Graduate
83591,Graduate
83592,Graduate
83593,Graduate
83594,Graduate
83595,Graduate
83596,Dropout
83597,Enrolled
83598,Enrolled
83599,Graduate
83600,Graduate
83601,Dropout
83602,Graduate
83603,Enrolled
83604,Graduate
83605,Enrolled
83606,Enrolled
83607,Enrolled
83608,Dropout
83609,Enrolled
83610,Graduate
83611,Graduate
83612,Graduate
83613,Enrolled
83614,Graduate
83615,Enrolled
83616,Enrolled
83617,Enrolled
83618,Dropout
83619,Graduate
83620,Dropout
83621,Enrolled
83622,Graduate
83623,Graduate
83624,Enrolled
83625,Graduate
83626,Dropout
83627,Graduate
83628,Graduate
83629,Graduate
83630,Enrolled
83631,Graduate
83632,Enrolled
83633,Graduate
83634,Enrolled
83635,Enrolled
83636,Graduate
83637,Graduate
83638,Enrolled
83639,Enrolled
83640,Graduate
83641,Graduate
83642,Graduate
83643,Graduate
83644,Graduate
83645,Graduate
83646,Graduate
83647,Graduate
83648,Enrolled
83649,Graduate
83650,Enrolled
83651,Dropout
83652,Graduate
83653,Graduate
83654,Dropout
83655,Dropout
83656,Graduate
83657,Enrolled
83658,Graduate
83659,Enrolled
83660,Graduate
83661,Enrolled
83662,Graduate
83663,Enrolled
83664,Dropout
83665,Dropout
83666,Graduate
83667,Enrolled
83668,Dropout
83669,Enrolled
83670,Graduate
83671,Graduate
83672,Graduate
83673,Graduate
83674,Graduate
83675,Graduate
83676,Graduate
83677,Enrolled
83678,Graduate
83679,Graduate
83680,Graduate
83681,Dropout
83682,Enrolled
83683,Graduate
83684,Graduate
83685,Graduate
83686,Graduate
83687,Enrolled
83688,Enrolled
83689,Enrolled
83690,Graduate
83691,Graduate
83692,Graduate
83693,Enrolled
83694,Graduate
83695,Graduate
83696,Enrolled
83697,Graduate
83698,Graduate
83699,Enrolled
83700,Enrolled
83701,Graduate
83702,Graduate
83703,Enrolled
83704,Enrolled
83705,Graduate
83706,Enrolled
83707,Enrolled
83708,Graduate
83709,Graduate
83710,Graduate
83711,Graduate
83712,Graduate
83713,Enrolled
83714,Graduate
83715,Graduate
83716,Enrolled
83717,Graduate
83718,Graduate
83719,Enrolled
83720,Graduate
83721,Graduate
83722,Enrolled
83723,Dropout
83724,Graduate
83725,Enrolled
83726,Graduate
83727,Graduate
83728,Graduate
83729,Dropout
83730,Dropout
83731,Enrolled
83732,Enrolled
83733,Graduate
83734,Graduate
83735,Enrolled
83736,Graduate
83737,Graduate
83738,Graduate
83739,Graduate
83740,Graduate
83741,Graduate
83742,Graduate
83743,Enrolled
83744,Graduate
83745,Graduate
83746,Graduate
83747,Graduate
83748,Enrolled
83749,Graduate
83750,Enrolled
83751,Graduate
83752,Enrolled
83753,Enrolled
83754,Enrolled
83755,Dropout
83756,Dropout
83757,Graduate
83758,Graduate
83759,Graduate
83760,Enrolled
83761,Dropout
83762,Graduate
83763,Graduate
83764,Enrolled
83765,Dropout
83766,Enrolled
83767,Graduate
83768,Enrolled
83769,Dropout
83770,Enrolled
83771,Enrolled
83772,Graduate
83773,Enrolled
83774,Graduate
83775,Graduate
83776,Enrolled
83777,Graduate
83778,Enrolled
83779,Enrolled
83780,Enrolled
83781,Graduate
83782,Graduate
83783,Graduate
83784,Dropout
83785,Enrolled
83786,Enrolled
83787,Graduate
83788,Graduate
83789,Enrolled
83790,Enrolled
83791,Enrolled
83792,Enrolled
83793,Graduate
83794,Graduate
83795,Dropout
83796,Graduate
83797,Enrolled
83798,Enrolled
83799,Dropout
83800,Graduate
83801,Graduate
83802,Dropout
83803,Graduate
83804,Dropout
83805,Graduate
83806,Dropout
83807,Graduate
83808,Graduate
83809,Graduate
83810,Enrolled
83811,Enrolled
83812,Graduate
83813,Enrolled
83814,Enrolled
83815,Enrolled
83816,Graduate
83817,Graduate
83818,Graduate
83819,Dropout
83820,Graduate
83821,Graduate
83822,Graduate
83823,Graduate
83824,Graduate
83825,Graduate
83826,Dropout
83827,Graduate
83828,Enrolled
83829,Graduate
83830,Graduate
83831,Enrolled
83832,Graduate
83833,Enrolled
83834,Enrolled
83835,Enrolled
83836,Enrolled
83837,Graduate
83838,Enrolled
83839,Graduate
83840,Graduate
83841,Enrolled
83842,Dropout
83843,Enrolled
83844,Enrolled
83845,Graduate
83846,Enrolled
83847,Graduate
83848,Graduate
83849,Graduate
83850,Graduate
83851,Dropout
83852,Enrolled
83853,Graduate
83854,Graduate
83855,Enrolled
83856,Graduate
83857,Dropout
83858,Graduate
83859,Dropout
83860,Graduate
83861,Enrolled
83862,Graduate
83863,Graduate
83864,Graduate
83865,Dropout
83866,Graduate
83867,Graduate
83868,Graduate
83869,Dropout
83870,Graduate
83871,Graduate
83872,Enrolled
83873,Enrolled
83874,Enrolled
83875,Graduate
83876,Graduate
83877,Graduate
83878,Enrolled
83879,Enrolled
83880,Enrolled
83881,Graduate
83882,Graduate
83883,Graduate
83884,Graduate
83885,Graduate
83886,Graduate
83887,Enrolled
83888,Graduate
83889,Graduate
83890,Graduate
83891,Graduate
83892,Graduate
83893,Dropout
83894,Enrolled
83895,Enrolled
83896,Dropout
83897,Enrolled
83898,Graduate
83899,Dropout
83900,Enrolled
83901,Dropout
83902,Graduate
83903,Graduate
83904,Graduate
83905,Graduate
83906,Dropout
83907,Enrolled
83908,Graduate
83909,Dropout
83910,Graduate
83911,Enrolled
83912,Graduate
83913,Dropout
83914,Graduate
83915,Graduate
83916,Graduate
83917,Enrolled
83918,Graduate
83919,Enrolled
83920,Graduate
83921,Enrolled
83922,Dropout
83923,Enrolled
83924,Enrolled
83925,Enrolled
83926,Enrolled
83927,Dropout
83928,Graduate
83929,Graduate
83930,Graduate
83931,Enrolled
83932,Graduate
83933,Graduate
83934,Graduate
83935,Graduate
83936,Dropout
83937,Graduate
83938,Graduate
83939,Enrolled
83940,Graduate
83941,Graduate
83942,Dropout
83943,Graduate
83944,Graduate
83945,Graduate
83946,Enrolled
83947,Enrolled
83948,Enrolled
83949,Enrolled
83950,Graduate
83951,Dropout
83952,Enrolled
83953,Enrolled
83954,Graduate
83955,Graduate
83956,Graduate
83957,Enrolled
83958,Enrolled
83959,Graduate
83960,Enrolled
83961,Dropout
83962,Graduate
83963,Graduate
83964,Graduate
83965,Graduate
83966,Graduate
83967,Graduate
83968,Dropout
83969,Graduate
83970,Enrolled
83971,Graduate
83972,Graduate
83973,Graduate
83974,Enrolled
83975,Enrolled
83976,Enrolled
83977,Enrolled
83978,Graduate
83979,Enrolled
83980,Graduate
83981,Graduate
83982,Enrolled
83983,Enrolled
83984,Enrolled
83985,Graduate
83986,Graduate
83987,Graduate
83988,Graduate
83989,Enrolled
83990,Dropout
83991,Enrolled
83992,Graduate
83993,Graduate
83994,Graduate
83995,Graduate
83996,Graduate
83997,Graduate
83998,Dropout
83999,Graduate
84000,Graduate
84001,Graduate
84002,Dropout
84003,Enrolled
84004,Enrolled
84005,Dropout
84006,Graduate
84007,Graduate
84008,Graduate
84009,Graduate
84010,Dropout
84011,Graduate
84012,Dropout
84013,Graduate
84014,Graduate
84015,Graduate
84016,Graduate
84017,Graduate
84018,Graduate
84019,Graduate
84020,Enrolled
84021,Enrolled
84022,Graduate
84023,Graduate
84024,Graduate
84025,Graduate
84026,Graduate
84027,Enrolled
84028,Graduate
84029,Graduate
84030,Graduate
84031,Graduate
84032,Enrolled
84033,Enrolled
84034,Graduate
84035,Graduate
84036,Dropout
84037,Enrolled
84038,Graduate
84039,Enrolled
84040,Graduate
84041,Graduate
84042,Enrolled
84043,Graduate
84044,Graduate
84045,Graduate
84046,Graduate
84047,Enrolled
84048,Enrolled
84049,Enrolled
84050,Graduate
84051,Graduate
84052,Graduate
84053,Graduate
84054,Enrolled
84055,Graduate
84056,Enrolled
84057,Enrolled
84058,Graduate
84059,Dropout
84060,Graduate
84061,Enrolled
84062,Dropout
84063,Graduate
84064,Graduate
84065,Graduate
84066,Graduate
84067,Enrolled
84068,Dropout
84069,Dropout
84070,Graduate
84071,Graduate
84072,Graduate
84073,Dropout
84074,Graduate
84075,Enrolled
84076,Graduate
84077,Graduate
84078,Enrolled
84079,Dropout
84080,Graduate
84081,Graduate
84082,Graduate
84083,Graduate
84084,Graduate
84085,Graduate
84086,Graduate
84087,Graduate
84088,Graduate
84089,Enrolled
84090,Graduate
84091,Graduate
84092,Graduate
84093,Graduate
84094,Enrolled
84095,Graduate
84096,Graduate
84097,Dropout
84098,Graduate
84099,Graduate
84100,Graduate
84101,Graduate
84102,Graduate
84103,Dropout
84104,Graduate
84105,Graduate
84106,Graduate
84107,Graduate
84108,Enrolled
84109,Graduate
84110,Graduate
84111,Graduate
84112,Enrolled
84113,Dropout
84114,Graduate
84115,Graduate
84116,Dropout
84117,Graduate
84118,Enrolled
84119,Graduate
84120,Dropout
84121,Graduate
84122,Dropout
84123,Graduate
84124,Dropout
84125,Enrolled
84126,Graduate
84127,Graduate
84128,Dropout
84129,Dropout
84130,Graduate
84131,Graduate
84132,Enrolled
84133,Enrolled
84134,Graduate
84135,Dropout
84136,Graduate
84137,Graduate
84138,Enrolled
84139,Graduate
84140,Graduate
84141,Graduate
84142,Enrolled
84143,Graduate
84144,Graduate
84145,Graduate
84146,Graduate
84147,Enrolled
84148,Dropout
84149,Graduate
84150,Dropout
84151,Enrolled
84152,Graduate
84153,Graduate
84154,Dropout
84155,Graduate
84156,Enrolled
84157,Graduate
84158,Graduate
84159,Dropout
84160,Enrolled
84161,Graduate
84162,Enrolled
84163,Enrolled
84164,Graduate
84165,Graduate
84166,Graduate
84167,Graduate
84168,Enrolled
84169,Enrolled
84170,Graduate
84171,Enrolled
84172,Enrolled
84173,Graduate
84174,Graduate
84175,Enrolled
84176,Dropout
84177,Enrolled
84178,Graduate
84179,Enrolled
84180,Graduate
84181,Dropout
84182,Graduate
84183,Graduate
84184,Graduate
84185,Graduate
84186,Enrolled
84187,Graduate
84188,Graduate
84189,Graduate
84190,Enrolled
84191,Dropout
84192,Dropout
84193,Enrolled
84194,Graduate
84195,Graduate
84196,Graduate
84197,Enrolled
84198,Graduate
84199,Graduate
84200,Graduate
84201,Dropout
84202,Graduate
84203,Graduate
84204,Graduate
84205,Graduate
84206,Graduate
84207,Graduate
84208,Graduate
84209,Graduate
84210,Enrolled
84211,Enrolled
84212,Graduate
84213,Dropout
84214,Graduate
84215,Enrolled
84216,Graduate
84217,Graduate
84218,Enrolled
84219,Graduate
84220,Enrolled
84221,Graduate
84222,Graduate
84223,Graduate
84224,Graduate
84225,Graduate
84226,Graduate
84227,Enrolled
84228,Graduate
84229,Graduate
84230,Enrolled
84231,Enrolled
84232,Enrolled
84233,Graduate
84234,Graduate
84235,Graduate
84236,Graduate
84237,Enrolled
84238,Graduate
84239,Enrolled
84240,Enrolled
84241,Enrolled
84242,Graduate
84243,Dropout
84244,Enrolled
84245,Graduate
84246,Graduate
84247,Graduate
84248,Dropout
84249,Dropout
84250,Dropout
84251,Graduate
84252,Graduate
84253,Graduate
84254,Graduate
84255,Dropout
84256,Dropout
84257,Enrolled
84258,Dropout
84259,Graduate
84260,Enrolled
84261,Graduate
84262,Graduate
84263,Enrolled
84264,Graduate
84265,Enrolled
84266,Graduate
84267,Graduate
84268,Graduate
84269,Graduate
84270,Graduate
84271,Enrolled
84272,Graduate
84273,Graduate
84274,Graduate
84275,Graduate
84276,Graduate
84277,Graduate
84278,Graduate
84279,Graduate
84280,Graduate
84281,Graduate
84282,Dropout
84283,Enrolled
84284,Graduate
84285,Graduate
84286,Graduate
84287,Dropout
84288,Enrolled
84289,Graduate
84290,Enrolled
84291,Dropout
84292,Graduate
84293,Dropout
84294,Graduate
84295,Enrolled
84296,Graduate
84297,Enrolled
84298,Enrolled
84299,Graduate
84300,Enrolled
84301,Graduate
84302,Graduate
84303,Graduate
84304,Enrolled
84305,Graduate
84306,Graduate
84307,Graduate
84308,Enrolled
84309,Graduate
84310,Graduate
84311,Enrolled
84312,Graduate
84313,Dropout
84314,Graduate
84315,Graduate
84316,Graduate
84317,Enrolled
84318,Graduate
84319,Graduate
84320,Graduate
84321,Dropout
84322,Enrolled
84323,Enrolled
84324,Graduate
84325,Graduate
84326,Graduate
84327,Graduate
84328,Dropout
84329,Graduate
84330,Enrolled
84331,Enrolled
84332,Graduate
84333,Graduate
84334,Graduate
84335,Graduate
84336,Graduate
84337,Graduate
84338,Graduate
84339,Enrolled
84340,Graduate
84341,Dropout
84342,Dropout
84343,Dropout
84344,Graduate
84345,Enrolled
84346,Graduate
84347,Graduate
84348,Dropout
84349,Graduate
84350,Dropout
84351,Graduate
84352,Dropout
84353,Graduate
84354,Graduate
84355,Graduate
84356,Enrolled
84357,Graduate
84358,Enrolled
84359,Graduate
84360,Graduate
84361,Enrolled
84362,Graduate
84363,Graduate
84364,Graduate
84365,Graduate
84366,Enrolled
84367,Graduate
84368,Graduate
84369,Graduate
84370,Graduate
84371,Dropout
84372,Graduate
84373,Enrolled
84374,Dropout
84375,Dropout
84376,Graduate
84377,Enrolled
84378,Graduate
84379,Graduate
84380,Graduate
84381,Graduate
84382,Graduate
84383,Enrolled
84384,Dropout
84385,Graduate
84386,Dropout
84387,Graduate
84388,Graduate
84389,Graduate
84390,Enrolled
84391,Enrolled
84392,Graduate
84393,Graduate
84394,Graduate
84395,Graduate
84396,Enrolled
84397,Enrolled
84398,Graduate
84399,Graduate
84400,Graduate
84401,Enrolled
84402,Enrolled
84403,Graduate
84404,Graduate
84405,Graduate
84406,Graduate
84407,Dropout
84408,Graduate
84409,Graduate
84410,Graduate
84411,Graduate
84412,Graduate
84413,Graduate
84414,Graduate
84415,Graduate
84416,Enrolled
84417,Enrolled
84418,Enrolled
84419,Graduate
84420,Graduate
84421,Graduate
84422,Enrolled
84423,Enrolled
84424,Graduate
84425,Graduate
84426,Dropout
84427,Graduate
84428,Dropout
84429,Dropout
84430,Graduate
84431,Dropout
84432,Graduate
84433,Dropout
84434,Graduate
84435,Enrolled
84436,Graduate
84437,Enrolled
84438,Enrolled
84439,Dropout
84440,Graduate
84441,Enrolled
84442,Graduate
84443,Graduate
84444,Graduate
84445,Enrolled
84446,Graduate
84447,Graduate
84448,Dropout
84449,Dropout
84450,Dropout
84451,Graduate
84452,Graduate
84453,Graduate
84454,Enrolled
84455,Graduate
84456,Graduate
84457,Dropout
84458,Graduate
84459,Enrolled
84460,Enrolled
84461,Graduate
84462,Dropout
84463,Graduate
84464,Graduate
84465,Graduate
84466,Graduate
84467,Graduate
84468,Enrolled
84469,Dropout
84470,Enrolled
84471,Dropout
84472,Graduate
84473,Graduate
84474,Graduate
84475,Dropout
84476,Graduate
84477,Enrolled
84478,Enrolled
84479,Dropout
84480,Dropout
84481,Graduate
84482,Graduate
84483,Enrolled
84484,Enrolled
84485,Enrolled
84486,Enrolled
84487,Graduate
84488,Enrolled
84489,Enrolled
84490,Graduate
84491,Enrolled
84492,Graduate
84493,Dropout
84494,Enrolled
84495,Enrolled
84496,Enrolled
84497,Graduate
84498,Graduate
84499,Graduate
84500,Dropout
84501,Enrolled
84502,Enrolled
84503,Dropout
84504,Enrolled
84505,Graduate
84506,Graduate
84507,Graduate
84508,Graduate
84509,Graduate
84510,Graduate
84511,Graduate
84512,Graduate
84513,Graduate
84514,Graduate
84515,Graduate
84516,Graduate
84517,Graduate
84518,Graduate
84519,Enrolled
84520,Dropout
84521,Enrolled
84522,Graduate
84523,Graduate
84524,Graduate
84525,Graduate
84526,Enrolled
84527,Graduate
84528,Enrolled
84529,Dropout
84530,Dropout
84531,Graduate
84532,Enrolled
84533,Enrolled
84534,Graduate
84535,Enrolled
84536,Enrolled
84537,Graduate
84538,Graduate
84539,Enrolled
84540,Dropout
84541,Graduate
84542,Dropout
84543,Enrolled
84544,Graduate
84545,Dropout
84546,Graduate
84547,Enrolled
84548,Graduate
84549,Graduate
84550,Enrolled
84551,Graduate
84552,Enrolled
84553,Dropout
84554,Graduate
84555,Dropout
84556,Dropout
84557,Enrolled
84558,Enrolled
84559,Graduate
84560,Dropout
84561,Graduate
84562,Graduate
84563,Enrolled
84564,Enrolled
84565,Enrolled
84566,Graduate
84567,Dropout
84568,Enrolled
84569,Graduate
84570,Enrolled
84571,Enrolled
84572,Graduate
84573,Enrolled
84574,Graduate
84575,Enrolled
84576,Graduate
84577,Enrolled
84578,Graduate
84579,Enrolled
84580,Graduate
84581,Graduate
84582,Graduate
84583,Graduate
84584,Enrolled
84585,Enrolled
84586,Enrolled
84587,Dropout
84588,Graduate
84589,Graduate
84590,Graduate
84591,Graduate
84592,Dropout
84593,Enrolled
84594,Graduate
84595,Graduate
84596,Graduate
84597,Graduate
84598,Graduate
84599,Graduate
84600,Enrolled
84601,Graduate
84602,Enrolled
84603,Graduate
84604,Enrolled
84605,Enrolled
84606,Graduate
84607,Graduate
84608,Graduate
84609,Dropout
84610,Graduate
84611,Graduate
84612,Graduate
84613,Enrolled
84614,Graduate
84615,Graduate
84616,Graduate
84617,Graduate
84618,Dropout
84619,Enrolled
84620,Graduate
84621,Enrolled
84622,Graduate
84623,Graduate
84624,Graduate
84625,Enrolled
84626,Graduate
84627,Enrolled
84628,Graduate
84629,Graduate
84630,Graduate
84631,Graduate
84632,Enrolled
84633,Graduate
84634,Graduate
84635,Graduate
84636,Graduate
84637,Graduate
84638,Graduate
84639,Enrolled
84640,Graduate
84641,Graduate
84642,Enrolled
84643,Enrolled
84644,Dropout
